,frame,cls,r_mean,g_mean,b_mean,r_range,g_range,b_range,r_var,g_var,b_var,x_average,y_average,height,width,area,entropy,r_skewness,g_skewness,b_skewness,r_kurtosis,g_kurtosis,b_kurtosis,luminance,xmin,xmax,ymin,ymax,inter_objects_occlusion
0,10893,0,89.40647233201581,97.79039855072465,116.47002635046114,255,255,255,3855.260653102199,4550.182104782068,4629.7539434775545,0.1794418287865909,0.479507100925524,0.3395061728395062,0.1419753086419753,0.0480701199979107,3.715934427907486,0.0727529362054389,0.0469940856025869,-0.0902477641962128,-1.1495151324875803,-1.3058654698729515,-1.4142137957559768,101.15533837779974,0.1080246913580246,0.25,0.3096707818930041,0.6491769547325102,1
1,10893,0,68.58170714781402,78.48396946564885,93.89312977099236,218,220,219,1571.017730603994,2116.39958341049,2151.3526314954343,0.4744829719449267,0.832286191084748,0.2829218106995885,0.1010802469135802,0.0285790563567622,4.184481187280162,0.7560328556528337,0.7222058862419881,0.6160307026152877,-0.0827264018528213,-0.3987844512486553,-0.5518956934128543,81.04446291741846,0.4236111111111111,0.5246913580246914,0.6903292181069959,0.9732510288065844,2
2,10893,0,92.3587595793976,92.23150953484227,99.01746569238996,255,255,255,5604.585543331614,5954.1221889944745,5672.887237277139,0.3199503392349054,0.2704810625241126,0.095679012345679,0.1396604938271605,0.0134561826618367,4.821481994312952,0.6201470745890892,0.7253555241146301,0.7311986628240932,-0.8290193602102658,-0.7209853290962336,-0.7384392996181686,93.6826999465336,0.25,0.3896604938271605,0.2222222222222222,0.3179012345679012,1
3,10893,0,123.316285033889,132.25283018867924,140.2177688221286,255,255,244,4466.959754947922,4824.788357533509,4541.076372307005,0.429700309847608,0.4143084616327482,0.2726337448559671,0.0794753086419753,0.0218498157591395,4.218198370988828,-0.1528311061462036,-0.1542841918860234,-0.1498498391053495,-0.7761289846326105,-1.0310516567776615,-1.175525871786026,133.30105474262686,0.3896604938271605,0.4691358024691358,0.2777777777777778,0.5504115226337448,1
4,10893,0,144.8522211212947,150.2111097349517,159.17605895466932,255,255,251,5476.775060915713,5980.166377275216,5345.700672801497,0.5120341924973476,0.4652061933352623,0.3775720164609053,0.1018518518518518,0.0383564874027507,4.04684124517577,-0.5875677666137532,-0.5248417774369373,-0.4871725254974215,-0.9330194371670202,-1.0268605141521585,-1.045238953056559,151.729785575097,0.4606481481481481,0.5625,0.2757201646090535,0.6532921810699589,1
5,10893,0,80.91833734295643,80.82838813151564,90.29323710237904,254,252,251,3622.830941475087,3596.003160967765,3328.5397805128814,0.5175720026463638,0.2912028748312114,0.132716049382716,0.044753086419753,0.0059232105526932,4.6662454987516915,1.0957321362860373,1.1834566198459706,1.168809351305735,0.5673011572676958,0.6670404164712913,0.6129277825887662,82.846153875969,0.4945987654320987,0.5393518518518519,0.2242798353909465,0.3569958847736625,0
6,10893,0,39.43756439315887,37.30769627034824,47.53204203585411,255,255,255,2187.808949518246,2282.8347996177304,2560.69745878101,0.2056892300829475,0.3017102779184349,0.0946502057613168,0.1628086419753086,0.0153391039033814,3.7686185484537456,1.8632980331647744,1.935288823076132,1.9414853486315575,3.055166787827037,3.1837069407151537,3.175762122293075,39.63393323717288,0.1242283950617283,0.287037037037037,0.2541152263374485,0.3487654320987654,2
7,10893,0,99.5684659090909,108.59886363636365,121.51306818181818,248,249,244,2727.4617896920117,2765.587385072304,2670.168011040811,0.5489256117078993,0.2506964412736304,0.0905349794238683,0.0308641975308641,0.002752901400545,5.418461738945026,0.3149403783084769,0.3513363364641844,0.1753259517770058,-0.8352877574923605,-0.780826915611188,-0.8705849985548353,110.69204042613636,0.533179012345679,0.5640432098765432,0.2047325102880658,0.2952674897119342,0
8,10893,0,112.58280871670702,124.5358353510896,134.0305084745763,248,249,244,3168.735636663166,3452.5915729704748,3320.8024590634514,0.5580752337420428,0.2850497838401009,0.0606995884773662,0.0540123456790123,0.0032888535786719,5.306834873987709,0.0136353547362319,0.0115236914378511,-0.0263155530832215,-1.0683388654228188,-1.0969381384818324,-1.1255589298654307,125.69164016949152,0.5308641975308642,0.5848765432098766,0.2541152263374485,0.3148148148148148,0
9,10893,0,84.14044059795437,90.0987411487018,97.88906372934696,183,203,196,1610.5046666823494,1939.8285664719383,1924.2410369676104,0.701273035120081,0.2198798725143872,0.0843621399176954,0.0239197530864197,0.0019822219567339,4.5252787003165285,0.1633279345506333,0.2750735306871764,0.3249284573963716,-1.0454033548222563,-1.091122332457282,-1.0899843093893684,91.32459122738,0.6890432098765432,0.7129629629629629,0.176954732510288,0.2613168724279835,0
10,10893,0,85.08612440191388,89.56379585326954,102.7384370015949,195,190,199,1778.4455331456084,1772.6781469950097,1975.7226533784176,0.7195054513436777,0.1894421361601401,0.0586419753086419,0.0169753086419753,0.0010100917901597,4.843738656951813,0.3918203894631075,0.5072588840408558,0.6612415852046123,-0.3176948122744307,-0.476028569579134,-0.4601349956640135,92.04056698564594,0.7106481481481481,0.7276234567901234,0.1594650205761316,0.2181069958847736,0
11,10893,0,59.2260015117158,64.40287226001512,79.22978080120937,141,148,149,1146.5997169674956,1416.0636954538268,1440.5836331341104,0.7377921210394965,0.1887133249039512,0.0648148148148148,0.0162037037037037,0.0010360657975814,4.748282268451885,0.9856577314170611,0.9705778804766868,0.7325107435467231,-0.0317450887596364,-0.1283667486052842,-0.4084116150613139,67.18033794406652,0.7291666666666666,0.7453703703703703,0.1553497942386831,0.2201646090534979,0
12,10893,0,66.38762626262626,69.31734006734007,86.44781144781145,207,207,211,1526.021883927668,1653.05501918738,1735.203505311253,0.8409167631172839,0.1976674554769885,0.1018518518518518,0.0185185185185185,0.0018766827011772,4.822268808413066,0.999777200262401,0.9943561102171234,0.8835855747707544,0.2820269134694175,0.2898377284301938,0.0449205765760325,72.74633287037037,0.8310185185185185,0.8495370370370371,0.1460905349794238,0.2479423868312757,0
13,10893,0,79.57450796626054,83.11527647610122,97.42424242424242,238,242,245,2218.2738143861425,2357.7377266417757,2378.043698465468,0.8533003065321181,0.2005897804542824,0.0997942386831275,0.0254629629629629,0.0025129007521702,4.865980543309857,0.6174427358790694,0.6696538351392628,0.6506130900521407,-0.7489472503046883,-0.6970905111712389,-0.6551329336859149,85.90064233052172,0.8402777777777778,0.8657407407407407,0.1502057613168724,0.25,0
14,10896,1,69.14886083743842,72.27324507389163,83.01801108374384,238,245,245,1794.7055190225112,1905.9251831886736,1888.202723630404,0.5231481481481481,0.2551440329218107,0.1193415637860082,0.0432098765432098,0.005156734237667,4.920466763226953,0.7514707961218421,0.822256958317659,0.8567382515769466,-0.0484813898817479,0.2697098254832557,0.4003767479959168,74.33123974753694,0.5015432098765432,0.5447530864197531,0.1954732510288065,0.3148148148148148,0
15,10896,1,150.07326831707928,160.42098024506126,168.5068767191798,249,244,245,5584.444494219358,6183.818649601659,5847.674558862353,0.4922839506172839,0.4912551440329218,0.132716049382716,0.0478395061728395,0.0063490702636793,4.222416504296669,-0.3834961852959845,-0.3260264326454741,-0.3377611577259005,-1.2315079634919608,-1.334120646564381,-1.3804521243748586,161.39316321580395,0.4683641975308642,0.5162037037037037,0.4248971193415637,0.5576131687242798,0
