frame,cls,r_mean,g_mean,b_mean,r_range,g_range,b_range,r_var,g_var,b_var,x_average,y_average,height,width,area,entropy,r_skewness,g_skewness,b_skewness,r_kurtosis,g_kurtosis,b_kurtosis,luminance,xmin,xmax,ymin,ymax
10896,0,51.94978872606311,41.986064910545714,46.03011777398184,255,255,255,2461.32549285293,2344.091957211188,2353.6944089314247,225.27076721191406,289.7652587890625,98,227,22261.406883237418,3.8897592098898994,1.6848060041959694,1.677266280068091,1.5345090091023184,2.4313387722191466,2.423935471328776,1.9932418565784822,44.39493243279691,111,338,240,338
10896,0,100.93537414965986,93.50748299319729,86.8374149659864,209,211,196,1889.3822180572943,1925.5295358415365,1585.934790596511,904.1253662109375,214.4287872314453,84,35,2931.8314289096743,4.529839707552605,0.3304166373022797,0.2972884539482414,0.21100238919334782,-0.9258962112147513,-0.8455675356991228,-0.7565722894929343,94.60499795918369,886,921,172,256
10896,0,106.77777777777777,92.85361552028219,87.18694885361552,202,197,199,1964.2663139329838,1753.8868608257199,1706.6281894559427,933.3792724609375,183.47006225585938,54,21,1110.8592853350565,4.845322638892774,0.6306019745895819,0.5512429671452073,0.5465781531824165,-0.4966268899680686,-0.4165244276068578,-0.14929593327347046,95.40393333333334,922,943,156,210
10896,0,84.56408345752608,69.27719821162444,64.1274217585693,154,143,136,1376.599097483348,1406.97532210527,1163.464389626887,953.622802734375,184.85614013671875,61,22,1307.4628957454115,4.848866125181388,0.6694689938773892,0.8288065588276274,0.815118974347958,-0.48390510501381545,-0.38039626644574254,-0.34486055067999377,72.15436244411326,942,964,154,215
10896,0,84.90901360544218,67.70238095238095,65.01318027210884,208,205,204,1726.5827078706163,1648.570436507933,1530.2732106341653,1090.147216796875,192.79037475585938,98,24,2367.171106958762,4.813651807447111,0.9581907928210965,1.0746331475898347,1.0604049839802814,0.2140374932033735,0.4767547060541273,0.40796107440701634,71.16489902210886,1078,1102,143,241
10896,0,96.98188066229304,82.66697906904092,79.17900656044986,234,231,227,2318.928131545904,2316.952514741508,2184.5437142270644,1105.8541259765625,195.15127563476562,97,33,3163.1178422681987,4.88355019275806,0.6866967718831315,0.7011145539046125,0.6460936151398249,-0.5852956465142349,-0.6386044676960592,-0.6921146891749443,85.45741283973757,1089,1122,146,243
10899,1,106.38753335874952,94.61818528402593,90.00304994281358,255,255,252,2317.4985026080035,2136.7899781021592,1993.1250383532004,647.5,251.0,122,43,5246.0,5.1393535675879205,0.7426612113637724,0.9541707455003948,0.8548435161328555,-0.011169552511767211,0.654383100929588,0.7331171163887622,96.78642049180328,626,669,190,312
10899,1,104.14136622390892,93.67599620493358,88.63092979127134,255,255,253,3163.2542091391124,3522.8800784667847,3300.628018680048,655.0,280.0,68,124,8432.0,4.968559007501801,0.5279460964512094,0.5481310829488399,0.5662571799605858,-0.5809016613730251,-0.607409382486956,-0.6352236699305935,95.5361380455408,593,717,246,314
10899,0,105.62515884581755,84.90120664529292,79.16760128242495,255,255,250,4724.357121622317,4281.7288350340905,3623.1166489534653,144.87306213378906,487.021240234375,365,235,85925.97844690457,3.508277698489576,0.031005127559301196,0.21759295975813664,0.23950107656769415,-1.4058040202309188,-1.1797072265068753,-1.0197904209524196,88.89165354124162,27,262,304,669
10899,0,98.86963558384808,83.42076443773097,73.96196693011086,233,245,249,2359.1183596900073,2329.948844051826,1747.263517205766,621.0538940429688,794.378173828125,283,131,36954.36352185905,4.162529005453698,0.5429103166375249,0.6362078979505406,0.686045551579306,-0.7433766061174034,-0.6196630379133636,-0.29065754199128113,86.02167025598145,555,686,652,935
10899,0,105.37112958715596,99.46029243119266,99.71784212538226,255,255,255,4977.0958733038415,5199.632119792323,4874.380010404643,396.3717041015625,263.3260498046875,96,218,20810.68400544813,4.702154647489236,0.6360050975445145,0.5986650256512193,0.4639832397754131,-0.5990697661919855,-0.5831103929797878,-0.6790730925416923,100.73491465978593,287,505,215,311
10899,0,134.37771630715216,128.7095778918531,120.30749793866532,255,255,255,4410.966700819779,4541.267544777348,4209.225417356072,503.9144287109375,425.03582763671875,287,131,37749.253062956035,4.2002186854981725,-0.21934870280991442,-0.2892479625546231,-0.25058966413033795,-1.301694973409435,-1.1469607065139602,-0.8369658510831708,129.30826734047932,438,569,281,568
10899,0,157.10772447507142,147.5405954589628,141.44903848985481,255,255,255,4877.864474007208,5578.35277819493,5110.85199108013,692.26220703125,432.82061767578125,343,99,33866.31183958985,4.145032779341284,-0.4359655439274084,-0.4875802477026399,-0.5184352986854436,-1.0693348027028888,-1.036575626926111,-0.9852013321055795,149.1344091174132,642,741,261,604
10899,0,43.2896379525593,33.23905118601748,36.46591760299626,240,214,255,1612.7228014919158,1500.3609818709956,1576.1255924476775,169.745849609375,293.724365234375,89,225,20055.482573168352,3.7872047600775014,1.7882324963407488,1.78874053132943,1.6766803256348397,2.9368823836297535,2.849862529954698,2.62093851397504,35.607457942571784,57,282,249,338
10899,0,97.7344228804903,89.43377596186585,83.93803200544774,210,212,207,1811.3486039655425,1841.7416988166942,1500.651931162743,899.343505859375,212.72842407226562,89,33,2946.410310577601,4.5716754359723115,0.4670711105521034,0.40682196706201385,0.35850689732484226,-0.7667159421947982,-0.6867298679592366,-0.5649258547955216,90.80142029281579,882,915,168,257
10899,0,102.47545454545454,84.53181818181818,79.38090909090909,198,196,198,1863.7839429752053,1801.6071694214884,1730.9649082644594,933.4257202148438,183.05990600585938,55,20,1072.2761011440307,4.922844072177823,0.6549005935020056,0.5201276491266755,0.6019576965913739,-0.4174826057763208,-0.44085858038099035,-0.10493272197385961,87.97346036363636,923,943,155,210
10899,0,85.53968253968254,68.87518037518038,64.33910533910534,197,188,189,1545.769348816965,1607.3199178967589,1364.7219484059306,951.2249145507812,184.93359375,63,22,1368.7534849494696,4.743842127812202,0.8425396785964216,0.9696171378455823,0.9943853492297993,-0.169044092143118,-0.12717731905520457,0.06516679276704007,72.08933607503609,940,962,153,216
10899,0,85.34939236111111,68.06684027777777,65.34592013888889,203,200,199,1732.0919006724307,1665.6274768217147,1545.2340718963987,1090.3560791015625,193.46914672851562,96,24,2328.2908252328634,4.821770150896182,0.957599111977065,1.0719928566612655,1.0618082300751808,0.22751636240119533,0.4604415927035155,0.3994102751596764,71.54320425347221,1078,1102,145,241
10899,0,96.85227272727273,82.47285353535354,78.96938131313131,236,227,223,2282.932090794323,2284.3875206452035,2157.0669286576353,1105.8240966796875,195.2592315673828,96,33,3123.572816349566,4.907099503226218,0.6972850467316506,0.7127742397950284,0.6575482326548991,-0.5522243232688195,-0.6101547037146284,-0.6684483935270986,85.27587976641415,1089,1122,147,243
10899,0,133.47186739659367,125.75334549878346,119.01520681265207,254,255,255,3820.2464713303757,4088.556254014434,3900.459014494909,639.655517578125,485.38812255859375,137,48,6587.454184181988,4.745545152385822,0.4008611250335026,0.42783715434028835,0.3848116054981272,-0.7434251041442241,-0.7129810793339431,-0.7115023598614307,126.90771160279806,615,663,416,553
10902,1,110.18481481481481,98.98277777777778,95.55166666666666,238,249,255,2407.4065842249643,2245.967295987652,2087.4421453703717,616.0,254.0,108,50,5400.0,4.86206783979586,0.8275713244160855,1.0725113743782526,0.9116332483894931,0.04056743758231374,0.8082668863073863,0.8995052292362731,101.11582753703705,591,641,200,308
10902,0,105.89428271308523,84.70975890356142,78.52007052821128,253,250,242,4421.700383478748,4135.013524210979,3527.3077704434736,112.03939819335938,531.3351440429688,357,224,80005.91597771086,3.293871778341361,0.007183393682560862,0.23096739215461956,0.26738828934908476,-1.2785375966818444,-1.1538035428140554,-1.0102900963743946,88.76519368122248,0,224,352,709
10902,0,112.6676582761251,97.35850495804729,84.42552758708365,231,243,239,2283.0022619203,2307.533004833452,1671.8486237045995,636.47412109375,778.9995727539062,285,138,39161.29449149966,4.010275988429266,0.24172308070217968,0.33373000892048504,0.42316368581153957,-1.0063005078557359,-0.894472853800726,-0.5118962895536647,99.67923236969236,567,705,636,921
10902,0,105.20684523809524,99.18791852678571,99.30891927083333,253,255,255,4983.387832607101,5179.7924861061565,4864.628108690058,393.66796875,263.33245849609375,96,224,21532.652012868784,4.6966429103708744,0.6103995748854002,0.5822901804343619,0.44688169103736636,-0.6138591977123564,-0.5831543711155409,-0.6783697284664303,100.47566460658481,281,505,215,311
10902,0,138.35851984612694,132.26359503409688,122.42835285889142,253,255,255,4747.444924789473,4848.027999735516,4412.6333524355805,464.27056884765625,439.13458251953125,301,152,45718.775546468794,3.984599509046741,-0.4076289251150551,-0.45204047317032303,-0.3981767593836798,-1.2254002773915358,-1.0759109398565887,-0.7970282493246814,132.84964559582096,388,540,288,589
10902,0,170.25571461179769,161.24560602602145,154.66700361952587,249,255,252,4829.357311964303,5545.141164620422,5120.397542666762,705.3546142578125,426.21002197265625,337,91,30693.49726650119,4.145477060273235,-0.6390967918679741,-0.6729742349510208,-0.6975776185908388,-0.8066312164750862,-0.7667355744212978,-0.7273492385513367,162.68593686699057,659,750,257,594
10902,0,35.729802063005295,25.645163088932254,29.224421522163368,236,217,255,1205.5370293168885,1063.797146244658,1166.615874177616,112.73690795898438,293.19171142578125,85,211,17979.613864152692,3.5174534852377835,2.2874385466841756,2.444994200348183,2.2247548173029443,5.92794364427807,6.8035976990118066,5.803393584559842,28.04621340395874,7,218,250,335
10902,0,104.7062165775401,97.1086229946524,90.36363636363636,220,222,217,2036.3211110867878,2075.081449708128,1684.4399611084095,892.9622192382812,215.53111267089844,88,34,2992.4609709084034,4.778284361156258,0.4016591591666138,0.345936836446355,0.34048331775972285,-0.6835927648069866,-0.633238743241832,-0.42152708291036234,98.23679809491979,875,909,171,259
10902,0,93.54489164086688,77.40247678018576,71.69349845201238,217,210,209,1501.0157865981646,1427.115618220565,1384.701722435756,934.197509765625,183.8428192138672,57,17,960.022184856236,4.97101025714849,0.945319894755642,0.773559298987595,0.824119489294545,0.28049049832880035,0.1559300518967146,0.4396227343171568,80.42112260061921,925,942,155,212
10902,0,86.46419270833333,68.81315104166667,64.41015625,217,210,209,1556.803405337858,1623.5816239251005,1436.2588551839192,948.2515869140625,185.65255737304688,64,24,1496.481993464753,4.879489637369694,0.9016673307169624,0.9948932033903453,1.0180988494813306,0.06247030894598149,0.044473175071986226,0.263196178995313,72.24654147135416,936,960,153,217
10902,0,84.72340425531915,67.94403330249769,65.04764107308048,203,200,199,1754.030802842125,1703.8419186075848,1586.5513843522058,1089.78466796875,194.90237426757812,94,23,2122.2669245526195,4.841260300990618,0.9679851983182797,1.0155456491337218,1.010931649458546,0.1581574053377306,0.27064960804936744,0.23182705732072906,71.30081975023127,1078,1101,147,241
10902,0,99.06134301270417,85.11506352087115,81.29437386569873,227,224,220,2421.363569158211,2458.0517331629344,2322.4893875843936,1104.95458984375,195.72207641601562,95,29,2837.552292684093,4.891030480726602,0.6250356663514051,0.6049623693514143,0.544948769178692,-0.7604867097236081,-0.849349828236396,-0.896823575119809,87.80317618874773,1090,1119,148,243
10902,0,138.9514503816794,131.97022900763358,124.70030534351145,247,250,255,4171.503597133064,4504.191327428485,4279.855679296081,644.6339111328125,473.0072326660156,131,50,6620.392961729318,4.745483001409112,0.24795196511998077,0.27856330732692164,0.27980276153456163,-0.9976781597132427,-0.9988726403987669,-0.9690554917774588,132.9295770534351,619,669,407,538
10902,0,130.3878306878307,121.02186948853615,112.06455026455026,244,255,255,2709.194384535704,2988.4972289565085,2988.2134699476674,616.683837890625,282.9630126953125,63,90,5620.9724329300225,5.3209119324091585,0.17612794535039053,0.2141975938440651,0.21881270093948424,-0.49433358134077743,-0.5711650494761784,-0.5628452384271339,122.36631352733687,571,661,251,314
10902,0,73.59713541666666,61.58151041666667,59.317447916666666,235,243,243,2096.691085544157,2303.5068977186443,2232.6984455702045,697.4268798828125,253.3831787109375,80,48,3891.3764402233064,4.529347202319935,1.3056199361786684,1.3321901176418527,1.2853232471608882,1.0508830432928553,0.9357082496491853,0.7055123241595358,63.971591822916665,673,721,213,293
10905,1,104.84596612115992,95.12345679012346,91.43741027849555,253,255,254,2148.098151255812,1982.5704604020343,1812.4123185302026,582.0,256.5,129,54,6966.0,4.764872640868373,0.6481571401144569,0.7457118962531477,0.6643039473971741,-0.2137911925445155,0.3224837395808069,0.6218124600286066,96.92372606948034,555,609,192,321
10905,0,124.74473450707514,100.32627375893149,92.91327698127306,241,219,216,3174.6492653441333,2809.441787156529,2412.857140772097,66.9369888305664,581.5623168945312,322,133,43167.33480476076,3.1747556743392074,-0.7643209668459667,-0.5469024979201219,-0.5624359749955278,-0.7420520655934033,-0.9571546911724464,-0.9072463467937428,104.98071960024284,0,133,420,742
10905,0,119.7840867483453,105.55566821574426,93.12158850866075,249,255,255,2158.863450472116,2245.2441127100224,1756.84878474607,659.2445068359375,734.28369140625,263,135,35385.91636325419,4.130977199485689,0.21290200818881605,0.26404250123164846,0.35153275845556653,-1.0188099784298772,-0.9925951892194393,-0.6587682616078627,107.68271000704127,591,726,602,865
10905,0,106.05702034485904,100.28081379436183,100.49479974454886,253,255,255,4844.726335396914,5010.432137135314,4701.477050778797,393.085205078125,263.7048034667969,97,226,21857.76321879821,4.728035527460122,0.6063308505019064,0.5827641549339587,0.43864504398406495,-0.583789844209925,-0.5457930703337897,-0.6337667015510964,101.52368607335099,280,506,215,312
10905,0,135.0952435749904,128.75283851169928,120.14384349827388,255,255,255,4776.350192182537,4809.579129840722,4216.744671533767,420.190185546875,450.3738098144531,316,165,52277.62492253259,3.8940929039372154,-0.3897751744992959,-0.4268198291226239,-0.3897741992026148,-1.2906889249757423,-1.1417359435372967,-0.7865547544269096,129.47989104718067,337,502,292,608
10905,0,171.6696151087736,163.51135548649296,158.74461254738569,239,254,247,4529.790644327742,5264.459904863134,4900.602992132586,712.390869140625,415.2307434082031,329,89,29321.03290315345,4.122632154056107,-0.606247745631448,-0.6515565439568557,-0.7020306474868547,-0.7376861000104125,-0.686102440647193,-0.6153495101525084,164.90130349031796,667,756,250,579
10905,0,27.43888888888889,17.86195987654321,20.67739197530864,197,169,211,613.06416666669,517.8071023316576,593.2936864080854,81.41246032714844,294.162841796875,80,162,13071.303681609686,3.2065213640677417,2.516688801782572,2.6856517064276075,2.608915820410875,7.091499467802199,8.16722294072834,8.769549370208304,20.100049945987653,0,162,254,334
10905,0,101.75618904726181,93.75918979744937,86.89159789947487,216,222,218,2147.6314789500034,2223.424381039009,1788.766568564503,887.862548828125,218.17929077148438,86,31,2699.4409201852977,4.78160137590603,0.45608922426281523,0.41052385072610853,0.4334179199769169,-0.7321738423606683,-0.7270570693264555,-0.4745933583380304,94.96339876219055,872,903,175,261
10905,0,89.37169312169313,72.28505291005291,66.64550264550265,186,181,165,1453.2163415777839,1437.8664961612226,1310.2976120489348,942.4161987304688,186.06341552734375,63,24,1579.0834585726261,5.086342202406454,0.5932886877901133,0.6580939244460873,0.6131478038123831,-0.6061699662689923,-0.5821376221297294,-0.668512800751377,75.50935238095238,930,954,154,217
10905,0,83.21221532091097,66.77691511387164,63.87422360248447,198,196,194,1560.2696644505304,1572.258204148077,1466.0913231549669,1088.720703125,196.03964233398438,92,21,1971.6462077200413,4.867518367283094,0.9399049518264146,0.9841425005491876,1.0049810398032561,0.1620630892281416,0.2514017800609807,0.2629479011206639,70.06013234989648,1078,1099,150,242
10905,0,100.20121457489878,86.66963562753037,82.77327935222672,225,222,218,2488.259512694877,2574.04065695226,2415.0894884361487,1103.4615478515625,195.90866088867188,95,26,2493.814151853323,4.874374195479713,0.613348429314578,0.5943426169206034,0.5262673420920266,-0.8415441071744154,-0.9048413962971606,-0.9423346228374982,89.26416886639677,1090,1116,148,243
10905,0,150.29317434210526,143.63377192982455,136.66652960526315,251,253,253,4343.128275778808,4669.358201561971,4392.025995960715,649.231689453125,463.7479553222656,128,57,7309.5609890297055,4.583832138039636,-0.04996634432238817,-0.010540962570704833,-0.03919436868638362,-1.1347985559129279,-1.0998262557110672,-1.0440696662687465,144.54655677083335,620,677,399,527
10905,0,129.00648667601683,119.68495792426367,111.3937587657784,253,255,254,3077.342349227401,3310.974205713505,3199.4122752124767,592.1256103515625,283.6816101074219,62,92,5680.68143408373,5.354082995320025,0.13043084168594465,0.1979633375025612,0.21445503587853038,-0.5693174462519726,-0.5667278509234244,-0.5190171943375739,121.06798732468444,546,638,252,314
10905,0,62.79557902973396,52.864143192488264,57.37607589984351,246,251,254,2140.982468717908,2277.6093793910695,2208.203539531021,213.5674285888672,274.3627624511719,71,144,10235.337280668318,4.326002132729842,1.256465355954034,1.1378445130695194,0.9883289827027074,1.0079604900371653,0.5273290178348424,0.22068328441160956,55.29988365610329,141,285,238,309
10905,0,79.79022988505747,68.43318965517241,68.38840996168582,238,254,249,2427.296513740266,2637.701954002333,2591.2945400005183,699.7801513671875,257.0682373046875,87,48,4212.326547128148,4.669697550197004,1.070991989243536,1.0682860988254945,0.9626973406294568,0.42319654058163936,0.2340880866710986,-0.18102987134441761,70.84333208812261,675,723,213,300
10908,1,111.38978978978979,98.68248248248248,94.81621621621622,255,255,243,2296.7679838396957,2284.962646089543,2307.0168741714733,557.5,258.5,111,45,4995.0,5.114353633662353,0.565751416838738,0.708730249087177,0.6105866339214041,-0.37504579991218234,-0.12197608006915273,-0.29842018413080673,101.10402748748749,535,580,203,314
10908,0,129.42821031344792,116.16033029996629,103.1118301314459,230,242,244,1916.3398243332522,2119.8221202817585,1827.3550032902704,683.9769287109375,693.4102783203125,230,129,29683.281305775046,4.32175556646009,0.36616126679408056,0.44192615800095486,0.49820028250295223,-0.9000294597932923,-0.8974606832421816,-0.6587993778584242,118.03895794068082,619,748,578,808
10908,0,103.69083333333333,97.68574074074074,97.32462962962963,255,255,255,5106.421915972134,5274.106889266093,4958.153134122342,392.7919921875,263.18212890625,96,225,21620.410653912462,4.664241243739046,0.6045422429520387,0.5904643854380679,0.4622176100259523,-0.6455143173875815,-0.6016224025379331,-0.693000337049988,98.93578680555555,280,505,215,311
10908,0,133.5362828006467,126.41989491356796,118.13836898395722,255,255,255,4359.832099800081,4399.520694231234,3927.592733765628,368.200927734375,473.6903076171875,344,187,64168.28618042171,3.8481799025265495,-0.43147626906134323,-0.42458043995367933,-0.3438895498792129,-1.1866208128275844,-0.9766844116722697,-0.5932106012225882,127.33502932004725,274,461,301,645
10908,0,172.53354685883963,163.47319253995263,158.00907483401727,250,255,255,4232.905665720394,4867.5874857440085,4564.085995117133,724.7562255859375,399.19061279296875,309,97,29958.182982623577,4.179920552259753,-0.6878838788888462,-0.7344439042203639,-0.7618285780968843,-0.5578480166003716,-0.5062462369929288,-0.4566730334954028,165.0045549461182,676,773,244,553
10908,0,23.845394736842106,14.894868421052632,18.554342105263157,161,143,208,439.8504393178299,362.90039471951496,481.0707311461581,50.21754837036133,294.29302978515625,76,100,7657.682655698387,3.1475293601066925,2.8056013264941857,3.1953549508887678,2.91424689535638,9.38714349015858,12.001990691103904,10.96250703269505,17.060703315789475,0,100,256,332
10908,0,101.25695216907675,93.15943641082684,87.49833147942158,222,222,219,2240.491261456005,2324.3794743579338,1953.1465489401737,883.8707885742188,218.3482666015625,87,31,2691.334020951763,4.668703292906228,0.538264665031753,0.5077010738048625,0.5108462375642692,-0.6487358063925486,-0.6053837771460069,-0.4299878933713628,94.47199284390064,868,899,174,261
10908,0,98.84495192307692,82.67908653846153,75.8798076923077,200,192,191,1636.7980754784599,1599.6349953194351,1434.0516595783972,939.3572998046875,186.1852569580078,64,26,1634.1333762072027,5.036709587262522,0.4835937014745202,0.5011941835111032,0.47886884981424166,-0.6374987508199621,-0.577310201459921,-0.4184076221437856,85.62410492788462,926,952,154,218
10908,0,85.4896480331263,69.30900621118012,66.29296066252589,194,194,194,1656.301652671151,1674.4733557411598,1536.8075487914139,1088.29296875,196.0589599609375,92,21,1912.8205410055816,4.890657243880941,0.8974098788558437,0.9380788004319538,0.9715914676545889,0.03878528498395539,0.12298606295465131,0.1650686485852111,72.52993571428571,1077,1098,150,242
10908,0,100.96842105263158,87.08571428571429,83.14699248120301,250,237,235,2530.449378709919,2607.46107411388,2428.7637315563397,1101.35546875,195.89501953125,95,28,2634.8133864998817,4.844600813185286,0.6079253147126789,0.5930157596602906,0.544481944549956,-0.8265964374149757,-0.8790176390197044,-0.8978236460472622,89.75180763157896,1087,1115,148,243
10908,0,162.0591956080678,154.85368182360665,145.80689819787565,236,247,255,4200.906628354069,4579.785966573046,4274.669239919299,656.0916748046875,455.16949462890625,133,63,8516.985340448096,4.384463586077424,-0.22437033147215277,-0.16416826939437026,-0.1344031429050355,-1.0302718153379142,-1.0153494428260845,-0.9488693558353676,155.73258040338945,624,687,388,521
10908,0,124.75190286335629,114.34469010511054,106.04820587169264,255,255,254,2875.617860641533,3117.3074301232523,2959.236893301571,560.9117431640625,284.3686828613281,62,89,5583.714979202487,5.392662231192255,0.2082804982421118,0.28931182805449795,0.3373032406670394,-0.5999597230569704,-0.602408092166641,-0.5458714153487305,115.95804630300833,516,605,253,315
10908,0,59.57695413436692,49.38565891472868,54.16852390180878,249,251,254,1971.489394598637,2091.690737485753,2048.3885086093487,199.97760009765625,274.53594970703125,72,172,12401.157524535432,4.208266134175568,1.4285399195094348,1.3059683087157437,1.12038516587839,1.6085205200073425,1.0670250936093755,0.6409585858442868,51.89615371447028,113,285,238,310
10908,0,81.958554964539,69.17154255319149,67.77504432624113,250,255,245,2704.09956777004,2847.485200812022,2790.9828612569186,702.9952392578125,257.68377685546875,96,47,4587.186494361609,4.74737598085331,1.157056136606427,1.203891371059824,1.1095503174077015,0.516465682899601,0.4409285889726138,0.14194988529694408,71.78809516843971,679,726,209,305
10911,1,113.74310938845822,103.14125753660637,99.92764857881137,255,255,249,2202.4501570845005,2320.4481772299478,2534.7596231529837,525.5,259.0,108,43,4644.0,5.030676035826039,0.38849234396779075,0.4220345540088666,0.28045739060926944,-0.258424638516348,-0.2738564950707931,-0.7550459529563915,105.16244984926787,504,547,205,313
10911,0,139.82718894009216,128.45337941628264,115.57476958525345,230,239,237,2636.0116877969745,2823.9608833567663,2412.906544685603,712.2644653320312,658.9161376953125,217,120,26177.061060883105,4.327635099100196,-0.14539801776027697,-0.10970575823549265,-0.050873817131966356,-1.1953901162012763,-1.1948274463485429,-1.0439803687611604,129.94176617127496,652,772,550,767
10911,0,102.11576704545455,95.74000946969697,95.259375,255,255,255,5131.829448369601,5326.655842423765,5011.771360972556,391.46221923828125,263.4921875,96,220,21280.988214145415,4.650033690598758,0.6626409275061572,0.6531826978280864,0.5327018741173747,-0.5875332090463772,-0.5479501923244703,-0.6506520592861817,97.06020420928031,281,501,215,311
10911,0,130.52285146547442,122.48493128001324,114.61446431528398,255,255,255,4694.414874950991,4663.578607729933,4090.424180582705,319.44842529296875,480.3128662109375,366,198,72535.76813856605,3.742032581964025,-0.394686267430577,-0.3284770906491841,-0.22888495269275172,-1.205785626093074,-1.0004702873830003,-0.6670165803880237,123.62552865126676,220,418,297,663
10911,0,176.57773211673748,167.62203106498572,161.3666155882148,251,255,255,4825.541095003487,5691.785780565163,5275.742900247436,739.2531127929688,389.6553955078125,293,98,28809.92293799296,3.9834426930708253,-0.7352465327662441,-0.7537472138169218,-0.7922211130960848,-0.6801730651131024,-0.6880599738820252,-0.6192314934680119,169.07410208260777,690,788,243,536
10911,0,26.081017612524462,16.28904109589041,20.49275929549902,220,204,244,500.3034165769865,453.9737937967375,551.6417283941396,36.71889114379883,293.20709228515625,70,73,5115.174167001387,3.275948534658651,2.590418220958663,2.6766265713879465,2.59603576110795,9.354330486603047,9.6087611713209,10.833989172413604,18.67292418786693,0,73,258,328
10911,0,108.9477858559154,101.3932584269663,94.98215465961665,223,224,211,2425.639044998436,2511.023140274921,2081.838412541825,881.4395751953125,219.88079833984375,89,34,3093.0794039126486,4.577109947242203,0.32397954237789167,0.29025899822714685,0.32308707888218985,-0.9672581622289362,-0.9177160946779321,-0.6698961338633405,102.53635492399208,864,898,175,264
10911,0,99.62967032967033,84.25824175824175,77.30329670329671,213,209,208,1589.591427363845,1602.0497947107763,1387.3849341866946,937.6558837890625,186.81729125976562,65,28,1780.9840969741344,4.783723211947723,0.7430423176679813,0.7343668861710266,0.7577011268641312,-0.03829214982323226,-0.045875508493024686,0.49740425676038713,87.02321879120879,923,951,154,219
10911,0,85.4543956043956,69.21593406593406,66.49065934065933,180,178,175,1720.8094587006422,1737.1824933582866,1567.5081545103167,1088.1033935546875,196.03306579589844,91,20,1815.864564910531,4.883770047605946,0.9375940869912291,0.9767627351802615,0.9607085893394307,0.1318324272667355,0.23141793844390612,0.09925809219401716,72.47011483516484,1078,1098,150,241
10911,0,99.08476321207962,84.89327385037748,81.24124914207275,246,235,232,2614.5449771745484,2687.1934825557464,2444.3203163531543,1098.029296875,195.68307495117188,94,31,2999.1226625703275,4.831206483086796,0.6271649457794374,0.605280651935351,0.560270648242245,-0.831966185767608,-0.8644506351687129,-0.896318030535145,87.64565435827042,1082,1113,148,242
10911,0,155.4142380085003,147.93199757134184,139.65740740740742,246,252,255,3742.0835677709683,4011.4355699623775,3666.236151869836,664.61767578125,445.77850341796875,122,54,6666.319339782,4.483937779184091,0.032777245967339615,0.08974709221497577,0.1123189566298992,-0.8736825650099256,-0.7854556133289008,-0.6339862908983771,148.92537571341833,637,691,384,506
10911,0,112.04411221853083,101.33038021410114,94.54005167958657,250,252,249,2606.9779359874406,2815.9000774117294,2661.088558284517,531.5662841796875,284.0881652832031,63,86,5452.470181207173,5.4006777478437495,0.27183161975928394,0.35759817489675844,0.40184926897797246,-0.7437517153941089,-0.7426855843952112,-0.690805339774383,103.11746557770395,488,574,252,315
10911,0,62.844053208137716,53.100234741784035,58.74460093896714,255,251,254,1990.842738501087,2100.1820500231497,2059.1793722586035,196.3387451171875,274.8194580078125,71,180,12888.400800774805,4.332754736844928,1.3061188836682267,1.1847184052504132,1.00940534506396,1.2923485657014497,0.8011221987010937,0.3932325006723083,55.5777549687011,106,286,239,310
10911,0,83.15616681455191,69.78260869565217,67.46783496007099,245,250,241,3061.7724176048328,3216.070753443165,3081.6265164306274,708.4353637695312,259.47802734375,98,46,4545.528953701258,4.576210797637768,1.0733131250171837,1.0986463707318705,1.0682967581889329,0.10204632781599177,-0.04471048565825875,-0.16755364337746226,72.45759460958296,685,731,210,308
10914,1,110.46637793480738,96.10873033963985,90.71347162069752,244,255,255,2331.304260484475,2400.571036158653,2664.226312702806,500.5,263.5,107,41,4387.0,5.05109147355662,0.25421262064189526,0.4788790107751053,0.49963827424405705,-0.3534114671557762,-0.05248723063606242,-0.3373514144212071,98.77073229997721,480,521,210,317
10914,0,149.8694597069597,140.69615384615383,127.46259157509158,215,222,230,2623.464048975454,2844.067933925132,2615.8340401702476,742.6434326171875,619.825927734375,195,112,21827.48767555505,4.560997962170702,0.12480530212519862,0.1497552992772713,0.18060583833267443,-1.0133959907683088,-1.0054268896191094,-0.8845320390354012,141.6913415018315,686,798,522,717
10914,0,101.34976303317535,94.1342479421302,92.9848840109753,255,255,255,5167.91483219634,5375.1345342373015,5028.774079314429,387.04290771484375,263.92254638671875,95,211,20262.69138662098,4.660571303294698,0.7044029987175666,0.72129019614428,0.6245359690701823,-0.5494893467374986,-0.4804996919289035,-0.5539501299006457,95.58467575954103,281,492,216,311
10914,0,120.31092378105735,111.32561180646367,105.21363020736035,255,255,255,4489.42354870796,4439.69415909269,4010.940666543538,260.7327575683594,498.175537109375,404,212,85391.94180895388,3.707541712864569,-0.24946360871142326,-0.17197992426105538,-0.05548078578665543,-1.2820450840061717,-1.0525184342683618,-0.6720726968973021,112.79431672776947,154,366,296,700
